Confirmed, Source, KOR, HelpId
,"增幅元件","증폭소자","100501"
,"增幅元件当中出现","증가폭 소자에서 출현하다.","100501"
,"按照属性的高低程度分为不同的品质，从颜色上表现从低到高分为:<color=#6ef258>绿色</color>、<color=#42ebff>蓝色</color>、<color=#fa70ff>紫色</color>、<color=#fff15b>金色</color>","속성의 높낮이에 따라 다른 품질로 구분되며, 색상 표현은 낮은 것에서 높은 것으로 구분됩니다.<color=#6ef258>녹색</color>、<color=#42ebff>푸른 색</color>、<color=#fa70ff>자주색</color>、<color=#fff15b>금색</color>","100501"
,"推进系统当中出现","추진 시스템에 출현하다","100501"
,"推进系统  ","추진 시스템","100501"
,"暴击率与暴击伤害属性只会在","폭격률과 폭격 피해 속성만 있을 뿐","100501"
,"武器系统的主要属性固定为攻击","무기 체계의 주요 속성은 공격으로 고정되어 있다.","100501"
,"状态命中与状态抗性属性只会在","상태 명중과 상태 항성 속성만 있을 뿐","100501"
,"的主要属性并不固定","주요 속성은 일정하지 않다.","100501"
,"瞄准元件中出现","조준 소자에 나타나다","100501"
,"瞄准元件  ","조준소자","100501"
,"能源系统的主要属性固定为生命","에너지 시스템의 주요 속성은 생명으로 고정되어 있다.","100501"
,"装备属性","장치 속성","100501"
,"防护系统的主要属性固定为防御","방호 시스템의 주요 속성은 방어로 고정되어 있다.","100501"
,"附加属性","추가 속성","100501"
,"附加属性在装备获取时就已经决定，不会随着强化等级的提升而增加","추가 속성은 장비 획득 시 결정되며 강화 등급이 올라갈수록 증가하지 않음","100501"
,"附加属性所提供的的属性种类并不固定，随着装备等级的强化，附加属性的词条将逐个解锁，按照装备品质的稀有程度最多拥有4个附加属性。","부가적인 속성이 제공하는 속성의 종류는 일정하지 않으며, 장비 레벨이 강화됨에 따라 부가적인 속성의 표제어들은 하나씩 잠금 해제되며, 장비 품질의 희귀도에 따라 최대 4개의 부가적인 속성을 갖게 된다.","100501"
,"分解","분해.","100502"
,"功能可以将指挥官不需要的装备分解为资金，但装备一旦分解，便无法复原，请指挥官慎重操作。","지휘관이 필요하지 않은 장비를 자금으로 분해하는 기능이었지만 막상 분해하면 복구가 불가능하니 지휘관은 신중하게 움직였다.","100502"
,"功能，对强化等级、获得时间、装备品质、主要属性、星级、武装和装备状态进行排序。","기능, 강화 등급, 획득 시간, 장비 품질, 주요 속성, 별, 무장, 장비 상태를 정렬한다.","100502"
,"功能，对装备的星级、武装属性、主要属性及次要属性进行筛选，找到指挥官想要看到的装备","기능, 장비의 별, 무장 속성, 주요 속성 및 부차적인 속성을 선별하여 지휘관이 원하는 장비를 찾아내는 기능","100502"
,"可以扩充仓库上限，最多可扩充至600个。","창고 상한선을 최대 600개까지 늘릴 수 있다.","100502"
,"可以通过排序","정렬 가능","100502"
,"右侧放入素材装备","오른쪽에 소재 장비 넣기","100502"
,"同样是决定装备属性的重要决定因素，星级越高，装备的主属性值就越高。同时附属词条的属性范围，也会随着星级的增加而得到提升。","역시 장비의 속성을 결정하는 중요한 결정요소로 별이 올라갈수록 장비의 주속성 값이 높아진다.또 부속 표제어의 속성 범위도 별의 증가에 따라 향상된다.","100502"
,"在仓库的【装备】界面中，可以通过筛选","창고의 [장비] 경계면에서, 선별을 통과할 수 있다.","100502"
,"在家园当中的科研舰中，可以进行装备与装备的合成，能够将素材装备的副属性替换至主要装备当中。","집안에 있는 연구함에서 장비와 장비의 합성이 가능해 소재 장비의 부속성을 주요 장비로 교체할 수 있다.","100502"
,"在左侧放入主要装备","왼쪽에 메인 장비를 넣고","100502"
,"在战斗当中，指挥官可以获得各种各样的装备，装备品质颜色根据装备的附属词条数量决定","전투에서 지휘관은 다양한 장비를 얻을 수 있으며, 장비 품질의 색상은 장비의 부속 표제어 수에 따라 결정된다.","100502"
,"在经过合成后，素材装备将会失，且装备强化等级会维持主要装备的强化等级。","합성을 거치면 소재 장비가 상실되고 장비 강화 등급은 주요 장비의 강화 등급을 유지하게 된다.","100502"
,"强化装备可以使用其他装备和【晶片】","강화 장비는 다른 장비와 [웨이퍼]를 사용할 수 있다.","100502"
,"战姬装备将会大幅度的提升战姬的各项能力值。","전희 장비는 전희의 각종 능력치를 대폭 끌어올린다.","100502"
,"来强化装备，星级越高的装备，所能提供的经验值便越高。","장비를 강화하면 별이 높은 장비일수록 제공할 수 있는 경험치가 높아진다.","100502"
,"消耗一定数量的资金后，主要装备的副属性将会完全替换为素材装备的副属性，套装效果不会转移。","일정 금액을 소비하면 주 장비의 부속성이 소재 장비의 부속성으로 완전히 바뀌어 세트 효과가 전이되지 않는다.","100502"
,"点击界面下方的加号","인터페이스 아래에 있는 더하기 번호를 클릭합니다.","100502"
,"若主要装备的副属性词条数量高于素材装备，在经过合成后词条数量会变为与素材装备一致，请慎重操作。","주 장비의 부속성 표제어 수가 소재 장비보다 많을 경우 합성을 거친 후 표제어 수가 소재 장비와 일치하게 되므로 신중하게 조작하시기 바랍니다.","100502"
,"若使用已经受到强化的装备作为材料，所能获得的经验值将会有所降低。","강화된 장비를 소재로 사용하면 얻을 수 있는 경험치가 줄어든다.","100502"
,"装备养成","장비양성","100502"
,"装备合成","장비합성","100502"
,"装备品质","장비품질","100502"
,"装备强化","장비강화","100502"
,"装备强化的等级越高，装备附加的能力值也会越高，不同的装备位置所带来的的能力提升各不相同，最多可强化15次。","장비 강화 등급이 높을수록 장비 추가 능력치가 높아지고, 장비 위치에 따른 능력 향상은 최대 15회까지 달라진다.","100502"
,"装备的【星级】","장비의 [별]","100502"
,"装备管理","장비관리","100502"
,"装备套装效果","장비 세트 효과","100600"
,"应许之地","승낙의 땅","100601"
,"监禁之城","감금의 도시","100601"
,"装备套装","장비 세트","100601"
,"静默独奏","침묵 독주","100601"
," 免疫套装：开始战斗时，获得1回合免疫状态","면역세트 : 전투 시작 시 1라운드 면역상태 획득","100601"
," 反击套装：反击率提升20%","반격 세트 : 반격률 20%향상","100601"
," 反应引擎套装：受到攻击时，每损失最大生命值的10%，增加自身5%行动条","반응 엔진 세트: 공격 시 최대 생명치의 10%손실 시마다 5%행동바우처 추가","100601"
," 反应装甲套装：受到攻击时，以20%概率对攻击者造成1回合眩晕状态","반응기갑세트 : 공격 시 20%확률로 공격자에게 1회전 현기증 발생","100601"
," 封锁套装：攻击时，以15%概率造成1回合封锁状态","봉쇄 세트 : 공격 시 15%확률로 1라운드 봉쇄 상태","100601"
," 攻击套装：攻击提升35%","공격 세트: 공격 35%향상","100601"
," 暴击套装：暴击提升12%","폭격 세트: 폭격이 12%증가함","100601"
," 状态命中套装：状态命中提升20%","컨디션 적중 세트 : 컨디션 적중 20%향상","100601"
," 状态抵抗套装：状态抵抗提升20%","상태저항세트: 상태저항 20%향상","100601"
," 生命套装：生命提升15%","라이프세트:라이프 15%향상","100601"
," 速度套装：速度提升25%","속도 세트: 속도 25%향상","100601"
," 防御套装：防御提升15%","방어세트 : 방어 15%향상","100601"
,"AG","AG","100700"
,"但是需要注意的是，RANK等级最多只能强化至8级，且已经提升过RANK的AG将无法作为材料使用。","다만 RANK 등급은 최대 8등급까지만 강화되고, 이미 RANK 등급이 올라간 AG는 재료로 사용할 수 없다는 점은 유의해야 한다.","100701"
,"修复：恢复我方角色的生命，保护我方角色生存","복구: 우리 캐릭터의 생명을 회복하고 우리 캐릭터의 생존을 보호합니다.","100701"
,"单个角色的援护攻击率上限最高为20%","개별 캐릭터의 원호 공격률 상한선은 최대 20%이다.","100701"
,"均衡：各方面能力都较为平均，能够适应各种场合的战斗","균형 : 각 방면의 능력이 균등하여 다양한 상황에서의 전투에 적응할 수 있다","100701"
,"强化【数据链】将会提升AG的RANK等级，同时为AG增加额外的属性。","데이터 체인을 강화하면 AG의 RANK 등급이 올라가고, AG에 추가적인 속성이 추가된다.","100701"
,"强袭：主要偏向为歼灭敌方角色，造成大量伤害","강습: 주로 적의 배역을 섬멸하는 쪽으로 치우쳐, 대량의 피해를 초래한다.","100701"
,"当指挥官获得相同的AG时，就可以对AG进行【数据链】","지휘관이 동일한 AG를 획득했을 때, AG에 대해 [데이터 링크]를 할 수 있다.","100701"
,"战术：在某些方面有其独到的特点，面对特殊的战斗场合都发挥出独到的作用","전술:어떤 면에서는 독특한 특징이 있어, 특수한 전투 상황에 직면하면 모두 독특한 역할을 발휘한다.","100701"
,"援护攻击：除自身以外的其他AG或机兵使用基础攻击技能时，将按照援护攻击率发动自身的基础攻击技能进行援护攻击","원호공격 : 자신을 제외한 다른 AG 또는 기병들이 기초공격 스킬을 사용할 경우, 원호공격률에 따라 자신의 기초공격 스킬을 원호공격할 것","100701"
,"攻击：使用攻击技能时，将按照攻击力的数值提升技能造成的伤害","공격: 공격 스킬 사용 시 공격력의 수치에 따라 스킬에 의한 상해를 향상시킵니다","100701"
,"数据链","데이터 링크","100701"
,"暴击伤害：当发生暴击伤害时，将按照暴击伤害等比提升暴击所造成的伤害量","폭격상해: 폭격상해가 발생했을 때 폭격상해 등에 비례하여 폭격에 의한 피해량을 증가시킨다.","100701"
,"暴击：使用攻击技能时，将按照暴击率来判定是否产生暴击","폭격: 공격 스킬 사용 시 폭격률에 따라 폭격 발생 여부 판정","100701"
,"状态命中：对目标施加负面效果时，将按照状态命中提升命中率","컨디션 명중 : 목표물에 부정적인 효과를 줄 경우 컨디션에 맞게 명중률을 높여준다","100701"
,"状态抵抗：收到负面效果时，将按照状态抵抗提升抵抗几率","상태저항: 부정적인 효과를 볼 경우 상태저항으로 저항 확률을 높입니다","100701"
,"生命：受到伤害时，生命值将降低，当生命值为0时，将无法继续战斗","생명: 상해를 입었을 때 생명치가 낮아집니다. 생명치가 0일 경우 더 이상 싸울 수 없습니다.","100701"
,"的强化。","의 강화입니다.","100701"
,"能力值","능력치","100701"
,"速度：战斗开始和敌我角色回合结束时，将会按照速度值提升自身行动条","스피드: 전투 시작과 피아역 라운드 종료 시 속도값에 따라 자신의 행동패턴을 끌어올릴 것","100701"
,"防卫：主要偏向为保护我方角色，承受敌方造成的伤害","방위: 주로 우리측 역할을 보호하기 위해, 적으로부터의 피해를 감수한다.","100701"
,"防御：受到攻击技能时，将按照防御力的数值降低受到的伤害","방어: 공격 스킬을 받았을 경우 방어력의 수치에 따라 피해를 줄임","100701"
,"AG们都拥有其不同的类型来适应不同的战斗，目前已知的类型都有着如下的特性：","AG들은 각기 다른 유형을 가지고 전투에 적응하고 있으며, 현재 알려진 유형들은 다음과 같은 특성을 가지고 있다.","100701"
,"AG属性","AG 속성","100701"
,"AG类型","AG타입","100701"
,"【中级解码芯片】","[중급 디코딩 칩]","100702"
,"【信物】","[신물]","100702"
,"【初级解码芯片】","[초급 디코딩 칩]","100702"
,"【高级解码芯片】","[고급 디코딩 칩]","100702"
,"与【勋章】","그리고 [훈장]","100702"
,"使用10个低级别的密钥来制作1个高级别的密钥，合成过程中会消耗一定数量的资金。","10개의 하위 키를 사용하여 1개의 상위 키를 만들면 합성에 많은 돈이 들게 됩니다.","100702"
,"功能","기능","100702"
,"升级所需的经验值可以在战斗当中获得，也可以通过消耗其他角色或者经验猫球来快速的提升经验值。","업그레이드에 필요한 경험치는 전투에서 얻을 수 있고, 다른 캐릭터나 경험 캣볼을 소모해 빠르게 올릴 수 있다.","100702"
,"可以通过消耗【解码芯片】","[디코딩 칩] 소모를 통해서","100702"
,"可用于提升三星AG的技能","삼성 AG의 기량 향상에 사용 가능","100702"
,"可用于提升五星AG的技能","오성 AG의 기량을 끌어올리는 데 사용할 수 있습니다.","100702"
,"可用于提升四星AG的技能","4성 AG의 기량을 끌어올리는 데 사용할 수 있습니다.","100702"
,"战姬的各项能力值与战姬等级关联紧密，当战姬的等级提升时，部分能力值也会随之上升。","전희의 각 능력치는 전희의 등급과 밀접한 관련이 있어 등급이 올라갈 때 일부 능력치도 함께 올라간다.","100702"
,"提升战姬科技需要消耗符合战姬属性的【密钥】","전희 기술을 향상시키려면 전희의 속성에 맞는 [키]를 소모해야 합니다.","100702"
,"提升科技所需的密钥可以在作战当中的【数据采集】获得。","과학기술 고도화에 필요한 키는 작전 중 [데이터 수집]에서 얻을 수 있다.","100702"
,"来提升AG的技能等级","AG의 스킬 레벨을 올려볼게요","100702"
,"若战姬等级达到上限，则可通过战姬进阶来提升等级上限，每次进阶将会提升战姬星级以及10级的等级上限，最高可提升至60级。若需要进阶，则需要按照进阶战姬的星级，消耗相同星级、等同于星级数量的战姬","전희 등급이 상한선을 넘으면 전희 등급이 올라가고, 한 단계 올라갈 때마다 전희 등급이 오르고, 10등급은 최고 60등급까지 올라간다.계단을 올라가려면, 계단을 올라가는 전희의 등급에 따라, 같은 별을 소모하는 것과 같은 수의 전희가 필요하다.","100702"
,"若缺少高级别的密钥，而低级别的密钥数量较多时，则可使用【密钥合成】","높은 키가 부족하고 낮은 키의 수가 많은 경우 [키 합성]을 사용할 수 있습니다.","100702"
,"若通过消耗其他角色来进行升级，相同属性的角色可以额外获得50%经验。","다른 캐릭터를 소모해 업그레이드하면 같은 속성의 캐릭터는 50%의 추가 경험을 얻을 수 있다.","100702"
,"通过战姬科技可以提高战姬的能力值，提升到特定进度可使技能得到进化。","전희테크를 통해 전희의 능력치를 높일 수 있고, 특정 진도로 진화할 수 있다.","100702"
,"AG升级","AG 업그레이드","100702"
,"AG强化","AG 강화","100702"
,"AG技能","AG기능","100702"
,"AG每进行一次技能等级的提升，都会强化技能的效果，而不同星级的AG提升技能等级所需要的【解码芯片】品质皆不相同。","AG는 매번 기능 레벨의 향상을 진행할 때마다 기능의 효과를 강화합니다. 별 등급과 달리 AG가 기능 레벨을 향상시키는데 필요한 [디코딩 칩]의 품질이 다릅니다.","100702"
,"AG科技","AG 테크놀로지","100702"
,"在不断的战斗中，指挥官将会与AG不断的提升羁绊，从而提升AG的【好感度】","끊임없는 전투에서 지휘관은 AG와 끊임없이 굴레를 키워 AG의 호감도도 높일 것이다.","100703"
,"在菜单的【编队】","메뉴의 [편대]","100703"
,"好感等级可以解锁AG新的语音以及背景故事。","호감 등급은 AG의 새로운 음성 및 배경 스토리 잠금을 해제할 수 있다.","100703"
,"指挥官可以在【战姬】","지휘관은 [전희]에서","100703"
,"指挥官可以在战姬列表当中对AG进行退役操作，获得可以兑换珍贵道具的【纪念章】，但该操作无法复原，请指挥官谨慎考虑。","지휘관은 전희목록에서 AG를 퇴역시켜 귀중한 도구로 바꿀 수 있는 기념도장을 받을 수 있지만 이 작업은 복구가 불가능하므로 지휘관은 신중을 기할 것을 당부했다.","100703"
,"界面中可以让拥有的AG们在战斗中出战。","인터페이스에서는 보유하고 있는 AG들이 전투에서 출전할 수 있다.","100703"
,"菜单中确认已拥有AG的信息和AG管理","메뉴에서 AG에 대한 정보와 AG 관리 확인","100703"
,"随着好感度的提升，可以提升AG的【好感等级】","호감도가 높아짐에 따라 AG의 [호감등급]을 높일 수 있습니다.","100703"
,"1. 可以确认AG的能力及拥有状态","1. AG의 능력 및 보유상태 확인 가능","100703"
,"2. 可以确认或变更AG持有的装备","2. AG가 보유하고 있는 장비를 확인하거나 변경할 수 있다","100703"
,"3. 可以进行AG科技提升及AG等级强化和技能强化","3. AG 테크놀로지 향상 및 AG 레벨 강화와 기능 강화 가능","100703"
,"4. 查看AG的详细信息及好感度","4. AG의 상세정보 및 호감도같이 보기","100703"
,"AG好感度","AG 호감도","100703"
,"AG浏览","AG 브라우징","100703"
,"AG管理","AG관리","100703"
,"演习","연습하다","101300"
,"シーズンスコアの集計が行われるたびに、プレイヤーのシーズンランキングに応じて報酬が配布されます。","시즌 스코어 집계가 이루어질 때마다 플레이어의 시즌 랭킹에 따라 보상이 배포됩니다.","101301"
,"シーズンスコアは毎週の段位集計後に、シーズンスコアに換算されることで獲得します。","시즌 스코어는 매주 단위 집계 후 시즌 스코어로 환산되는 것으로 획득합니다.","101301"
,"シーズン集計時に、シーズンスコアのランキングに応じて、栄誉報酬が配布され、シーズンスコアはリセットされます。","시즌 집계 시 시즌 스코어 순위에 따라 영예 보상이 배포되고 시즌 스코어는 리셋됩니다.","101301"
,"実戦モードでは、他プレイヤーが設定した防衛部隊と戦闘を行います。戦闘結果に応じてランクスコアが変化し、勲章報酬を獲得できます。","실전 모드에서는 다른 플레이어가 설정한 방위 부대와 전투를 실시합니다.전투 결과에 따라 등급 스코어가 변화하여 훈장 보수를 획득할 수 있습니다.","101301"
,"実戦モードでは、防衛の成功と失敗が段位スコアに影響します。詳細ルールは以下の通りです。","실전 모드에서는 방위의 성공과 실패가 단계별 점수에 영향을 미칩니다.상세 규칙은 다음과 같습니다.","101301"
,"実戦モードの詳細ルールは以下の通りです。","실전 모드의 상세 규칙은 다음과 같습니다.","101301"
,"戦闘に勝利すると、段位スコアおよび勲章報酬を獲得できます。段位が高いほど、勝利時に獲得するスコアは減少しますが、獲得できる勲章の数が増加します。","전투에서 승리하면 단위 스코어 및 훈장 보수를 획득할 수 있습니다.단위가 높을수록 승리 시 획득하는 점수는 감소하지만 획득할 수 있는 훈장의 수가 증가합니다.","101301"
,"戦闘に敗北すると、少量の段位スコアと勲章報酬を失います。段位が高いほど、敗北時に失うスコアは多くなりますが。獲得できる勲章の数が増加します。","전투에 패배하면 적은 양의 단위 스코어와 훈장 보수를 잃게 됩니다.단위가 높을수록 패배 시 잃는 스코어는 많아지는데요.획득할 수 있는 훈장의 수가 증가합니다.","101301"
,"戦闘に連勝すると、連勝数が加算され追加報酬を獲得できます。詳細ルールは以下の通りです。","전투에 연승하면 연승 수가 가산되어 추가 보상을 획득할 수 있습니다.상세 규칙은 다음과 같습니다.","101301"
,"手動で演習相手を更新した場合、連勝数がリセットされますのでご注意ください。","수동으로 연습 상대를 갱신했을 경우, 연승수가 리셋 되기 때문에 주의해 주세요.","101301"
,"挑戦に成功すると、津城の戦闘よりも奥のスコアと勲章報酬を獲得できますが、失敗するとスコアが失われます。","도전에 성공하면 진성 전투보다 안쪽의 스코어와 훈장 보수를 획득할 수 있지만 실패하면 스코어가 손실됩니다.","101301"
,"段位スコアは演習戦闘の実戦モードより獲得できます。","단위 점수는 연습 전투의 실전 모드에서 획득할 수 있습니다.","101301"
,"毎週の演習段位集計時に、プレイヤーの段位に応じて報酬が配布されます。","매주의 연습 단계 집계시에, 플레이어의 단계에 따라 보상이 배포됩니다.","101301"
,"演习","연습하다","101301"
,"演習シーズン","연습 시즌","101301"
,"演習シーズンには段位スコアとシーズンスコアの2種類が存在します。","연습 시즌에는 단위 점수와 시즌 점수의 2종류가 존재합니다.","101301"
,"演習勲章を消費し、勲章交換にて貴重な報酬を交換することができます。","연습 훈장을 소모하고, 훈장 교환으로 귀중한 보수를 교환할 수 있습니다.","101301"
,"演習報酬","연습 보수","101301"
,"演習戦闘","연습 전투","101301"
,"演習戦闘は実戦モードと訓練モードに分かれています。","연습전투는 실전모드와 훈련모드로 나뉘어 있습니다.","101301"
,"訓練モードでは、AIが作成したバーチャルキャラと対戦を行います。","훈련 모드에서는 AI가 작성한 가상 캐릭터와 대전을 실시합니다.","101301"
,"訓練モードに挑戦する際も、挑戦回数を消費し、勲章報酬を獲得できます。ただし、戦闘結果の勝敗は段位スコアに影響することはありません。","훈련모드에 도전할 때도 도전 횟수를 소비하여 훈장 보수를 받을 수 있습니다.다만, 전투 결과의 승패는 단위 스코어에 영향을 주지 않습니다.","101301"
,"防衛に失敗すると、段位スコアを失います。段位が高いほど、失敗時に牛なスコアは多くなります。","방어에 실패하면 단위 점수를 잃게 됩니다.단위가 높을수록 실패 시 우세한 점수는 많아집니다.","101301"
,"防衛に成功すると、段位スコアを獲得できます。段位が高いほど、勝利時に獲得するスコアは減少します。","방어에 성공하면 단계 점수를 획득할 수 있습니다.단위가 높을수록 승리 시 획득하는 스코어는 감소합니다.","101301"
,"防衛失敗の戦闘記録より、攻撃を行ったプレイヤーに挑戦することができます。","방어 실패 전투 기록보다 공격을 수행한 플레이어에 도전할 수 있습니다.","101301"
,"高い難易度の訓練モードに挑戦することで、より多くの勲章を獲得できます。ただし、一度挑んだAIには一定の期間中、再挑戦することができません。","높은 난이도의 훈련 모드에 도전하여 더 많은 훈장을 받을 수 있습니다.단, 한 번 도전한 AI에는 일정한 기간 동안 재도전할 수 없습니다.","101301"
,"｢演習」では他のプレイヤーとシミュレーション戦を行うことができます。「演習」画面にはメイン画面より遷移することができます。","「연습」에서는 다른 플레이어와 시뮬레이션전을 실시할 수 있습니다.연습 화면에는 메인 화면으로 천이할 수 있습니다.","101301"
,"13連勝以上の時、戦闘勝利時に獲得するスコアが3、勲章報酬が3増加します。","13연승 이상 시 전투 승리 시 획득하는 스코어가 3, 훈장 보수가 3 증가합니다.","101301"
,"5連勝以上の時、戦闘勝利時に獲得するスコアが1、勲章報酬が1増加します。","5연승 이상 시 전투 승리 시 획득하는 스코어가 1, 훈장 보수가 1 증가합니다.","101301"
,"9連勝以上の時、戦闘勝利時に獲得するスコアが2、勲章報酬が2増加します。","9연승 이상 시 전투 승리 시 획득하는 스코어가 2, 훈장 보수가 2 증가합니다.","101301"
,"tips：段位スコアはリセットの影響を受けません。","tips: 단위 점수는 리셋의 영향을 받지 않습니다.","101301"
,"通行证","통행증","101500"
,"「指令経験値」を獲得することで「指令完成度」が進み、一定の値に達すると「指令Lv」が上昇し報酬を獲得できます。","'지령경험치'를 획득함으로써 '지령완성도'가 진행되어 일정한 값에 이르면 '지령 Lv'가 상승해 보수를 획득할 수 있습니다.","101501"
,"「特級オーダー」は購入することで、「上級オーダー報酬」を開放でき、さらに特別な報酬も獲得できます。","'특급 오더'는 구입하는 것으로, '상급 오더 보수'를 개방할 수 있으며, 특별한 보수도 획득할 수 있습니다.","101501"
,"艦隊指令","함대 지령","101501"
,"通行证","통행증","101501"
,"高ランクのオーダーを開放する場合は、購入ボタンをタップすることで、購入画面に遷移できます。","높은 등급의 오더를 개방하는 경우에는 구입 버튼을 선택하면 구입 화면으로 이동시킬 수 있습니다.","101501"
,"1、「艦隊指令」は定期的に行われるイベントです。指定の条件を満たすことで「指令経験値」を獲得することができます。","'함대 지령'은 정기적으로 행해지는 이벤트입니다.지정된 조건을 만족하면 <지령경험치>를 획득할 수 있습니다.","101501"
,"2、「艦隊指令」には複数のランクが存在しており、初めは「初級オーダー」のみが開放されています。","2, '함대 지령'에는 여러 등급이 존재하며, 처음에는 '초급 오더'만 개방되어 있습니다.","101501"
,"3、購入できるオーダーは2種類存在しています。「上級オーダー」は購入することで、「上級オーダー報酬」を開放できます。","3, 구입 가능한 오더는 2종류가 존재하고 있습니다.「상급 오더」는 구입하는 것으로, 「상급 오더 보수」를 개방할 수 있습니다.","101501"
,"<color=#FF0000>※「特別オーダー」で獲得できる戦装は、「艦体指令」イベント終了後、ショップで購入できるようになります。</color>","<color=#FF0000>※ '특별 주문'으로 획득할 수 있는 전장은, '함체지령' 이벤트 종료 후, 샵에서 구입할 수 있습니다.</color>","101501"
,"<color=#FF0000>※ショップにて購入できる戦装につきましては、「チャットフレーム」及び「アイコン」は付属されません、ご注意ください。</color>","<color=#FF0000>※ 상점에서 구입할 수 있는 전장에 대해서는, 「채팅 프레임」및 「아이콘」은 포함되지 않으므로 주의해 주십시오.</color>","101501"
